"act_number"|"section_number"|"section_name"|"section_content"
"224"|"252"|"Possession of altered coin by a person who knew it to be altered when he became possessed thereof"|"<div class=""prov1Txt"" id=""pr252-.""><strong>252.</strong>&#160;&#160;Whoever, fraudulently or with intent that fraud may be committed, is in possession of coin with respect to which the offence defined in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22569148fc-5e74-4d9b-a049-d0a2140f6f37%22%20Status%3Ainforce;rec=0#pr246-."">section&#160;246</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%229cb15f37-56fc-4743-ac9c-03b4d4a786ac%22%20Status%3Ainforce;rec=0#pr248-."">248</a> has been committed, having known at the time of becoming possessed thereof that that offence had been committed with respect to such coin, shall be punished with imprisonment for a term which may extend to 3 years, and shall also be liable to fine.  <div class=""amendNote"">[51/2007]</div><div class=""sourceNote"">[Indian PC 1860, s. 252]</div></div>"
"224"|"253"|"Possession of current coin by a person who knew it to be altered when he became possessed thereof"|"<div class=""prov1Txt"" id=""pr253-.""><strong>253.</strong>&#160;&#160;Whoever, fraudulently or with intent that fraud may be committed, is in possession of coin with respect to which the offence defined in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22071f3ed1-c195-4d2c-acb5-df6396f1bc8c%22%20Status%3Ainforce;rec=0#pr247-."">section&#160;247</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22146dccee-91c1-489c-b3eb-d09c6688f5fb%22%20Status%3Ainforce;rec=0#pr249-."">249</a> has been committed, having known at the time of becoming possessed thereof that that offence had been committed with respect to such coin, shall be punished with imprisonment for a term which may extend to 5 years, and shall also be liable to fine.<div class=""sourceNote"">[Indian PC 1860, s. 253]</div></div>"
"224"|"254"|"Delivery to another of coin as genuine, which when first possessed the deliverer did not know to be altered"|"<div class=""prov1Txt"" id=""pr254-.""><strong>254.</strong>&#160;&#160;Whoever delivers to any other person as genuine or as a coin of a different description from what it is, or attempts to induce any person to receive as genuine or as a different coin from what it is, any coin in respect of which he knows that any such operation as that mentioned in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22569148fc-5e74-4d9b-a049-d0a2140f6f37%22%20Status%3Ainforce;rec=0#pr246-."">section&#160;246</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%229cb15f37-56fc-4743-ac9c-03b4d4a786ac%22%20Status%3Ainforce;rec=0#pr248-."">248</a> has been performed, but in respect of which he did not, at the time when he took it into his possession, know that such operation had been performed, shall be punished with imprisonment for a term which may extend to 2 years, or with fine to an amount which may extend to 10 times the value of the coin for which the altered coin is passed or attempted to be passed.  <div class=""amendNote"">[51/2007]</div><div class=""sourceNote"">[Indian PC 1860, s. 254]</div></div>"
"224"|"254"|"Delivery to another of current coin as genuine, which when first possessed the deliverer did not know to be altered"|"<div class=""prov1Txt"" id=""pr254A-.""><strong>254A.</strong>&#160;&#160;Whoever delivers to any other person as genuine or as a coin of a different description from what it is, or attempts to induce any person to receive as genuine or as a different coin from what it is, any coin in respect of which he knows that any such operation as that mentioned in <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22071f3ed1-c195-4d2c-acb5-df6396f1bc8c%22%20Status%3Ainforce;rec=0#pr247-."">section&#160;247</a> or <a href=""http://statutes.agc.gov.sg/aol/search/display/view.w3p;page=0;query=Id%3A%22146dccee-91c1-489c-b3eb-d09c6688f5fb%22%20Status%3Ainforce;rec=0#pr249-."">249</a> has been performed, but in respect of which he did not, at the time when he took it into his possession, know that such operation had been performed, shall be punished with imprisonment for a term which may extend to 5 years, or with fine, or with both. <div class=""amendNote"">[51/2007]</div></div>"
"224"|"255"|"Counterfeiting a Government stamp"|"<div class=""prov1Txt"" id=""pr255-.""><sup>*</sup><strong>255.</strong>&#160;&#160;Whoever counterfeits, or knowingly performs any part of the process of counterfeiting, any stamp issued by the Government for the purpose of revenue, shall be punished with imprisonment for a term which may extend to 10 years, and shall also be liable to fine. <div class=""amendNote"">[51/2007]</div><div class=""explan"" id=""pr255-tp-.""><div class=""illusTxt""><em>Explanation</em>&#8212;A person who counterfeits by causing a genuine stamp of one denomination to appear like a genuine stamp of a different denomination commits this offence.<div class=""sourceNote"">[Indian PC 1860, s. 255]</div></div></div></div>"
"224"|"256"|"Having possession of an instrument or material for the purpose of counterfeiting a Government stamp"|"<div class=""prov1Txt"" id=""pr256-.""><sup>*</sup><strong>256.</strong>&#160;&#160;Whoever has in his possession any instrument or material for the purpose of being used, or knowing or having reason to believe that it is intended to be used, for the purpose of counterfeiting any stamp issued by the Government for the purpose of revenue, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be liable to fine.<div class=""sourceNote"">[Indian PC 1860, s. 256]</div></div>"
"224"|"257"|"Making or selling an instrument for the purpose of counterfeiting a Government stamp"|"<div class=""prov1Txt"" id=""pr257-.""><sup>*</sup><strong>257.</strong>&#160;&#160;Whoever makes, performs any part of the process of making, buys, sells or disposes of, any instrument for the purpose of being used, or knowing or having reason to believe that it is intended to be used, for the purpose of counterfeiting any stamp issued by the Government for the purpose of revenue, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be liable to fine.<div class=""sourceNote"">[Indian PC 1860, s. 257]</div></div>"
"224"|"258"|"Sale of counterfeit Government stamp"|"<div class=""prov1Txt"" id=""pr258-.""><sup>*</sup><strong>258.</strong>&#160;&#160;Whoever sells, or offers for sale, any stamp which he knows or has reason to believe to be a counterfeit of any stamp issued by the Government for the purpose of revenue, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be liable to fine.<div class=""sourceNote"">[Indian PC 1860, s. 258]</div></div>"
"224"|"259"|"Having possession of a counterfeit Government stamp"|"<div class=""prov1Txt"" id=""pr259-.""><sup>*</sup><strong>259.</strong>&#160;&#160;Whoever has in his possession any stamp which he knows to be a counterfeit of any stamp issued by the Government for the purpose of revenue, intending to use or dispose of the same as a genuine stamp, or in order that it may be used as a genuine stamp, shall be punished with imprisonment for a term which may extend to 7 years, and shall also be liable to fine.<div class=""sourceNote"">[Indian PC 1860, s. 259]</div></div>"
"224"|"260"|"Using as genuine a Government stamp known to be counterfeit"|"<div class=""prov1Txt"" id=""pr260-.""><sup>*</sup><strong>260.</strong>&#160;&#160;Whoever uses as genuine any stamp, knowing it to be a counterfeit of any stamp issued by the Government for the purpose of revenue, shall be punished with imprisonment for a term which may extend to 7 years, or with fine, or with both.<div class=""sourceNote"">[Indian PC 1860, s. 260]</div></div>"
"224"|"261"|"Effacing any writing from a substance bearing a Government stamp, or removing from a document a stamp used for it, with intent to cause loss to Government"|"<div class=""prov1Txt"" id=""pr261-.""><sup>*</sup><strong>261.</strong>&#160;&#160;Whoever, fraudulently or with intent to cause loss to the Government, removes or effaces from any substance bearing any stamp issued by the Government for the purpose of revenue, any writing or document for which such stamp has been used, or removes from any writing or document a stamp which has been used for such writing or document, in order that such stamp may be used for a different writing or document, shall be punished with imprisonment for a term which may extend to 3 years, or with fine, or with both.<div class=""sourceNote"">[Indian PC 1860, s. 261]</div></div>"
"224"|"262"|"Using a Government stamp known to have been before used"|"<div class=""prov1Txt"" id=""pr262-.""><sup>*</sup><strong>262.</strong>&#160;&#160;Whoever, fraudulently or with intent to cause loss to the Government, uses for any purpose a stamp issued by the Government for the purpose of revenue, which he knows to have been before used, shall be punished with imprisonment for a term which may extend to 2 years, or with fine, or with both.<div class=""sourceNote"">[Indian PC 1860, s. 262]</div></div>"
"224"|"263"|"Erasure of mark denoting that stamp has been used"|"<div class=""prov1Txt"" id=""pr263-.""><strong>263.</strong>&#160;&#160;Whoever, fraudulently or with intent to cause loss to the Government, erases or removes from a stamp issued by the Government for the purpose of revenue, any mark put or impressed upon such stamp for the purpose of denoting that the stamp has been used, or knowingly has in his possession, or sells or disposes of, any such stamp from which such mark has been erased or removed, or sells or disposes of any such stamp which he knows to have been used, shall be punished with imprisonment for a term which may extend to 3 years, or with fine, or with both.<div class=""sourceNote"">[Indian PC 1860, s. 263]</div></div>"
